id,name,quiz1,quiz2,quiz3,QuizAvg,pass_fail,pass_levels,certificate,library,ExtraCourse,PracticeCourse,english,precounter,quiz1counter,quiz2counter,quiz3counter,platform_Pclassification,student_Lprediction
528,gkowalskien@paypal.com,77,82,17,58.66666667,1,1,1,1,0,0,1,8,2,7,9,39,1
529,mgreesoneo@wikia.com,53,71,18,47.33333333,0,0,0,0,0,0,1,4,4,8,5,90,0
530,pactonep@cloudflare.com,97,24,21,47.33333333,0,0,0,1,1,1,1,7,5,1,3,90,0
531,bconnickeq@bravesites.com,11,22,78,37,0,0,0,0,1,0,1,5,8,3,3,17,0
532,dbeckforder@cargocollective.com,34,25,74,44.33333333,0,0,0,1,1,1,1,7,9,8,2,3,0
533,knegroes@hibu.com,97,80,82,86.33333333,1,1,1,0,1,0,0,3,9,1,6,23,1
534,lallomet@europa.eu,76,64,42,60.66666667,1,1,1,0,0,0,0,6,2,7,8,6,1
535,twilshereeu@businessweek.com,16,54,64,44.66666667,0,0,0,1,1,0,1,9,3,8,6,9,0
536,xedwardsonev@twitpic.com,99,78,27,68,1,1,1,0,1,1,1,8,7,3,7,65,1
537,ybrazearew@businessweek.com,19,72,38,43,0,0,0,1,0,0,1,10,4,2,5,73,0
538,rduckitex@purevolume.com,49,87,36,57.33333333,1,1,1,0,1,0,1,10,6,6,9,71,1
539,wcowupey@dailymotion.com,76,63,75,71.33333333,1,1,1,1,0,1,0,8,4,3,5,33,1
540,gbarkerez@vistaprint.com,89,55,56,66.66666667,1,1,1,1,0,1,1,4,1,7,5,76,1
541,schelamf0@pen.io,93,72,56,73.66666667,1,1,1,1,1,1,1,9,1,4,10,49,1
542,irigardf1@marriott.com,35,32,70,45.66666667,0,0,0,0,0,1,1,9,1,4,9,60,0
543,cvliesf2@delicious.com,54,46,47,49,0,0,0,1,0,1,0,4,10,5,3,59,0
544,skneebonef3@blogger.com,14,96,68,59.33333333,1,1,1,1,0,1,0,7,3,2,2,98,1
545,epursehousef4@ow.ly,85,79,42,68.66666667,1,1,1,0,0,0,0,10,1,3,6,15,1
546,gstoutf5@tripod.com,84,29,14,42.33333333,0,0,0,1,1,0,0,3,4,4,7,89,0
547,njiggensf6@hud.gov,54,34,96,61.33333333,1,1,1,0,1,0,0,10,10,10,8,72,1
548,tmetterickf7@livejournal.com,46,30,95,57,1,1,1,1,0,0,1,8,9,4,7,36,1
549,amcgouganf8@homestead.com,52,91,44,62.33333333,1,1,1,1,1,1,0,4,10,10,3,30,1
550,lpitonef9@tripadvisor.com,64,55,60,59.66666667,1,1,1,0,1,1,1,2,7,3,6,74,1
551,rterronfa@github.com,18,40,10,22.66666667,0,0,0,1,0,0,1,8,7,4,8,98,0
552,mswyrefb@drupal.org,40,67,60,55.66666667,1,1,1,0,1,0,0,1,5,10,2,98,1
553,ksmallwoodfc@nba.com,17,18,56,30.33333333,0,0,0,0,1,0,1,9,10,5,6,46,0
554,gkilnfd@godaddy.com,75,64,33,57.33333333,1,1,1,0,0,0,1,3,7,8,1,84,1
555,rsiddelefe@de.vu,41,99,65,68.33333333,1,1,1,0,1,1,0,4,4,10,4,10,1
556,lenglishbyff@wp.com,41,89,73,67.66666667,1,1,1,1,1,0,1,3,2,1,2,57,1
557,wovendalefg@gmpg.org,19,73,46,46,0,0,0,0,1,0,1,1,6,8,8,70,0
558,gmackinnonfh@microsoft.com,55,52,87,64.66666667,1,1,1,0,1,0,1,9,1,8,3,94,1
559,vvanderkruijsfi@example.com,60,59,41,53.33333333,1,1,1,1,0,1,0,3,9,3,3,8,1
560,sclerkefj@phoca.cz,90,68,17,58.33333333,1,1,1,1,1,1,0,7,3,7,5,29,1
561,ksuggettfk@homestead.com,21,85,98,68,1,1,1,0,0,1,0,2,1,10,7,27,1
562,chuntingfordfl@google.com.br,27,37,31,31.66666667,0,0,0,1,1,0,0,2,2,3,3,73,0
563,lbrosiofm@addtoany.com,17,37,79,44.33333333,0,0,0,0,0,1,0,7,7,2,9,30,0
564,ccossonsfn@over-blog.com,43,36,99,59.33333333,1,1,1,0,0,0,1,1,9,1,10,66,1
565,jferrarottifo@bravesites.com,85,97,28,70,1,1,1,1,0,1,1,1,4,8,4,29,1
566,atodfp@gizmodo.com,52,54,33,46.33333333,0,0,0,1,1,0,1,9,4,10,6,19,0
567,jrenvoisefq@mtv.com,56,89,79,74.66666667,1,1,1,0,0,0,0,6,7,6,9,23,1
568,hmusterdfr@sakura.ne.jp,36,45,77,52.66666667,1,1,1,1,0,0,0,3,3,3,4,31,1
569,cmcwhinneyfs@intel.com,62,82,78,74,1,1,1,1,1,1,1,2,10,9,2,78,1
570,jpiotrowskift@aboutads.info,23,87,19,43,0,0,0,1,1,0,1,4,7,4,6,86,0
571,larrighinifu@woothemes.com,81,41,36,52.66666667,1,1,1,0,0,1,0,1,10,7,7,10,1
572,rhailyfv@house.gov,81,16,29,42,0,0,0,0,0,1,0,6,2,3,10,88,0
573,pcapaldifw@tmall.com,91,55,47,64.33333333,1,1,1,1,1,0,1,1,8,6,10,45,1
574,agartshorefx@weebly.com,78,47,42,55.66666667,1,1,1,0,0,0,1,7,1,9,10,54,1
575,sdemendozafy@php.net,54,57,57,56,1,1,1,1,0,1,0,9,10,1,10,25,1
576,rmuscatfz@amazon.co.uk,16,23,19,19.33333333,0,0,0,1,0,1,0,3,8,8,6,52,0
577,pstuckowg0@webs.com,55,21,30,35.33333333,0,0,0,0,1,1,1,5,4,7,2,47,0
578,nfanningg1@princeton.edu,49,100,99,82.66666667,1,1,1,0,1,1,1,9,7,3,4,46,1
579,tthomtong2@gov.uk,84,68,14,55.33333333,1,1,1,1,1,0,1,7,3,3,2,5,1
580,wcasalig3@aol.com,39,80,47,55.33333333,1,1,1,1,0,1,1,3,5,3,1,18,1
581,alyddyg4@google.ca,25,55,41,40.33333333,0,0,0,0,1,0,1,9,1,3,8,46,0
582,rneseyg5@php.net,98,40,90,76,1,1,1,0,0,0,0,2,6,3,9,10,1
583,mloftusg6@constantcontact.com,74,18,27,39.66666667,0,0,0,1,0,0,1,7,2,3,10,100,0
584,ayusupovg7@myspace.com,47,14,16,25.66666667,0,0,0,0,1,1,1,5,2,6,8,60,0
585,rrichensg8@cbc.ca,12,39,48,33,1,1,1,1,0,1,1,8,4,4,3,56,1
586,rlambilliong9@thetimes.co.uk,27,11,49,29,0,0,0,1,1,0,1,8,4,9,10,80,0
587,nbenckga@php.net,74,40,59,57.66666667,1,1,1,0,1,1,0,10,4,7,10,27,1
588,binklesgb@illinois.edu,45,68,24,45.66666667,0,0,0,1,1,0,0,5,7,7,7,88,0
589,gdyersongc@ftc.gov,33,50,93,58.66666667,1,1,1,1,0,1,1,6,9,6,2,73,1
590,locarrolgd@guardian.co.uk,10,38,21,23,0,0,0,0,0,1,0,9,8,6,6,13,0
591,ayausge@unicef.org,50,64,86,66.66666667,1,1,1,1,1,0,0,2,1,6,10,22,1
592,ebonannogf@shutterfly.com,50,57,38,48.33333333,0,0,0,0,1,0,0,7,9,2,2,47,0
593,vsabatesgg@devhub.com,56,95,75,75.33333333,1,1,1,0,1,0,1,5,9,2,7,82,1
594,mellingh@washingtonpost.com,66,66,52,61.33333333,1,1,1,1,0,0,0,4,6,2,10,84,1
595,jsheringtongi@goodreads.com,70,98,75,81,1,1,1,1,0,1,0,7,7,10,8,2,1
596,rnuttygj@51.la,48,43,46,45.66666667,0,0,0,1,1,1,1,3,5,2,6,68,0
597,vthornthwaitegk@dell.com,37,31,40,36,0,0,0,1,0,1,1,4,9,4,5,21,0
598,atremellinggl@cafepress.com,39,27,26,30.66666667,0,0,0,0,0,1,0,5,1,9,10,9,0
599,bcorsangm@vk.com,95,29,68,64,1,1,1,0,0,1,1,8,1,5,8,98,1
600,areysongn@de.vu,47,13,79,46.33333333,0,0,0,1,1,1,0,7,2,2,9,54,0
601,bmawhinneygo@rakuten.co.jp,67,43,93,67.66666667,1,1,1,0,0,1,1,10,5,9,3,19,1
602,mgaythergp@businessweek.com,18,38,10,22,0,0,0,1,1,1,1,6,10,7,7,51,0
603,jyarhamgq@ebay.co.uk,43,13,76,44,0,0,0,1,1,0,0,9,6,2,7,100,0
604,eforrestallgr@nydailynews.com,29,63,65,52.33333333,1,1,1,1,1,1,1,9,10,1,3,31,1
605,rquestgs@skyrock.com,18,88,65,57,1,1,1,0,0,0,1,4,4,8,10,53,1
606,acolombgt@scientificamerican.com,10,68,40,39.33333333,0,0,0,1,1,0,0,6,7,4,7,11,0
607,bbucknallgu@rambler.ru,61,23,10,31.33333333,0,0,0,0,1,1,0,9,7,5,3,24,0
608,lbrownceygv@npr.org,27,86,25,46,0,0,0,1,0,0,0,6,2,4,6,9,0
609,anorcrossgw@edublogs.org,22,47,87,52,1,1,1,1,1,0,1,7,2,5,9,11,1
610,rbampkingx@fotki.com,57,74,46,59,1,1,1,0,1,1,1,2,2,7,8,46,1
611,rbosencegy@biblegateway.com,76,41,10,42.33333333,0,0,0,1,0,0,0,7,7,9,1,30,0
612,khoogendorpgz@parallels.com,65,42,37,48,0,0,0,0,1,1,1,9,6,2,6,97,0
613,twybornh0@newyorker.com,62,69,19,50,1,1,1,1,0,0,0,1,2,4,6,62,1
614,gsmorfith1@wiley.com,29,35,88,50.66666667,1,1,1,1,1,1,0,9,3,5,6,93,1
615,kpakenhamh2@earthlink.net,52,52,90,64.66666667,1,1,1,1,0,0,1,8,1,2,4,73,1
616,tmasdingh3@symantec.com,82,46,39,55.66666667,1,1,1,0,0,1,0,2,2,4,8,72,1
617,bboddyh4@nba.com,77,10,56,47.66666667,0,0,0,0,1,0,1,2,7,10,7,38,0
618,clingh5@4shared.com,55,69,94,72.66666667,1,1,1,0,0,1,1,3,9,7,3,20,1
619,sdickensh6@weather.com,91,12,82,61.66666667,1,1,1,1,0,0,1,10,1,1,8,75,1
620,tbachanskih7@cdc.gov,40,59,11,36.66666667,0,0,0,0,1,0,1,8,1,10,2,48,0
621,sgajownikh8@prnewswire.com,73,65,30,56,1,1,1,1,0,1,1,6,8,7,1,70,1
622,fhendronh9@hc360.com,36,51,20,35.66666667,0,0,0,1,0,1,0,1,7,6,10,49,0
623,bbartolomieuha@dot.gov,32,42,90,54.66666667,1,1,1,0,1,1,0,5,4,6,3,91,1
624,gfencotthb@bbc.co.uk,34,62,70,55.33333333,1,1,1,0,0,1,1,8,10,7,9,27,1
625,abraniganhc@com.com,44,24,97,55,1,1,1,1,1,1,0,4,4,5,4,70,1
626,owheelanhd@usa.gov,74,98,47,73,1,1,1,0,1,1,1,6,2,2,10,68,1
627,novellhe@gov.uk,47,51,60,52.66666667,1,1,1,0,1,0,1,7,7,8,7,47,1
628,mhellmerhf@yandex.ru,65,86,99,83.33333333,1,1,1,0,1,1,0,4,6,10,10,1,1
629,jmarzelehg@nymag.com,16,49,34,33,0,0,0,0,0,0,0,2,3,5,8,74,0
630,ebaudichonhh@cnet.com,28,29,93,50,1,1,1,0,1,1,0,1,1,3,2,65,1
631,csousterhi@utexas.edu,17,27,16,20,0,0,0,0,1,1,1,1,7,1,7,67,0
632,ibeamisshj@joomla.org,50,82,12,48,0,0,0,0,0,0,1,10,8,2,7,69,0
633,jeptonhk@who.int,41,90,93,74.66666667,1,1,1,1,1,0,0,5,1,10,7,37,1
634,kcrammyhl@last.fm,26,41,55,40.66666667,0,0,0,1,1,1,0,9,2,1,2,52,0
635,mmathiothm@wired.com,37,45,100,60.66666667,1,1,1,1,1,0,0,6,3,8,7,16,1
636,cmccambroishn@shutterfly.com,75,27,93,65,1,1,1,0,0,1,0,8,6,1,5,24,1
637,dgildersleavesho@vkontakte.ru,49,24,32,35,0,0,0,0,0,0,1,1,4,3,8,88,0
638,splaidehp@discovery.com,77,68,81,75.33333333,1,1,1,1,1,1,0,4,1,8,10,30,1
639,abroadleyhq@comcast.net,95,83,75,84.33333333,1,1,1,0,0,0,1,4,9,7,5,99,1
640,lellinshr@nydailynews.com,53,24,47,41.33333333,0,0,0,1,0,0,0,10,9,5,8,16,0
641,oswancotths@engadget.com,60,82,33,58.33333333,1,1,1,0,0,1,1,10,8,7,7,82,1
642,amcateerht@deviantart.com,91,98,41,76.66666667,1,1,1,0,0,1,0,9,5,1,2,11,1
643,yspurnierhu@npr.org,23,59,55,45.66666667,0,0,0,1,0,1,0,1,8,9,2,91,0
644,athackrayhv@blogs.com,50,25,60,45,0,0,0,1,0,1,1,8,4,6,3,67,0
645,dbenkahw@technorati.com,13,66,11,30,0,0,0,1,1,1,0,8,5,10,9,72,0
646,kmcevonhx@spiegel.de,17,12,53,27.33333333,0,0,0,1,1,1,1,8,7,1,8,9,0
647,ggouldbournhy@wsj.com,44,98,86,76,1,1,1,1,0,1,1,1,3,1,10,31,1
648,etolhursthz@xrea.com,27,58,95,60,1,1,1,0,1,1,0,6,7,3,9,80,1
649,vdarnboroughi0@dailymail.co.uk,60,60,78,66,1,1,1,0,0,0,0,1,4,6,8,1,1
650,tjeandeaui1@cnbc.com,88,30,97,71.66666667,1,1,1,0,0,0,0,8,10,10,9,39,1
651,ksimonyii2@slideshare.net,47,55,45,49,0,0,0,1,1,0,0,9,7,7,6,11,0
652,msolesi3@elegantthemes.com,78,24,42,48,0,0,0,1,1,1,1,4,5,5,9,45,0
653,sbillsi4@gmpg.org,71,85,13,56.33333333,1,1,1,1,0,1,1,6,8,1,3,59,1
654,ylestrangei5@amazon.co.uk,28,48,26,34,0,0,0,1,1,1,1,6,2,9,6,6,0
655,bscougalli6@cisco.com,69,50,16,45,0,0,0,0,0,1,1,3,1,8,3,92,0
656,bminkeri7@lulu.com,91,28,43,54,1,1,1,0,1,0,1,3,4,1,4,86,1
657,cbridgmani8@earthlink.net,52,96,82,76.66666667,1,1,1,0,1,1,1,9,5,4,7,16,1
658,kjilesi9@yellowbook.com,19,65,17,33.66666667,0,0,0,0,0,1,1,10,7,5,4,41,0
659,awilsteadia@youku.com,12,18,28,19.33333333,0,0,0,0,1,1,0,7,8,9,2,19,0
660,omaffeoib@goo.ne.jp,20,90,66,58.66666667,1,1,1,0,1,0,0,4,7,7,8,58,1
661,gsavaryic@auda.org.au,92,57,31,60,1,1,1,1,0,1,0,4,4,3,2,65,1
662,fzanniid@baidu.com,28,55,48,43.66666667,0,0,0,1,1,0,1,8,4,2,9,27,0
663,rossultonie@admin.ch,27,74,48,49.66666667,0,0,0,1,1,0,0,2,6,5,3,20,0
664,lpresslandif@eepurl.com,65,46,30,47,0,0,0,1,0,0,0,9,10,10,3,92,0
665,rtesdaleig@trellian.com,55,54,72,60.33333333,1,1,1,1,0,1,0,10,4,6,3,58,1
666,shallerih@answers.com,92,21,69,60.66666667,1,1,1,1,0,0,1,3,6,8,9,66,1
667,jridgersii@posterous.com,32,92,88,70.66666667,1,1,1,1,1,1,0,9,4,3,4,80,1
668,lmattheeuwij@elegantthemes.com,100,82,78,86.66666667,1,1,1,0,0,0,1,3,6,8,9,88,1
669,kromansik@ucsd.edu,22,72,75,56.33333333,1,1,1,0,0,1,0,8,1,3,3,21,1
670,mharrowayil@usa.gov,32,49,96,59,1,1,1,0,1,0,1,6,2,9,9,78,1
671,bfenbyim@ebay.co.uk,48,62,54,54.66666667,1,1,1,0,1,1,1,7,9,3,9,98,1
672,lwealleansin@phoca.cz,17,58,83,52.66666667,1,1,1,1,0,0,1,7,4,9,3,59,1
673,ksedgmanio@t-online.de,96,65,14,58.33333333,1,1,1,0,1,1,0,5,6,5,3,2,1
674,cunsteadip@rakuten.co.jp,77,92,86,85,1,1,1,0,1,0,1,9,3,5,10,87,1
675,rgirardiniiq@un.org,15,94,24,44.33333333,0,0,0,0,1,0,1,2,8,10,10,81,0
676,sabysir@yellowbook.com,37,85,52,58,1,1,1,1,1,0,0,9,1,1,9,87,1
677,mdiableis@parallels.com,25,55,39,39.66666667,0,0,0,1,0,1,1,4,1,9,10,82,0
678,dsilberit@nytimes.com,40,70,91,67,1,1,1,1,0,0,1,8,7,1,1,80,1
679,csundiniu@craigslist.org,98,88,18,68,1,1,1,1,0,1,0,7,4,5,6,7,1
680,zslineyiv@hexun.com,28,30,90,49.33333333,0,0,0,0,1,0,0,3,2,2,9,100,0
681,mthornthwaiteiw@gnu.org,85,73,48,68.66666667,1,1,1,1,1,1,0,8,7,4,1,18,1
682,gandrichukix@drupal.org,17,18,13,16,0,0,0,0,1,0,1,3,1,10,9,22,0
683,sbeneteauiy@reuters.com,37,73,36,48.66666667,0,0,0,1,1,1,1,6,3,8,7,42,0
684,nmcquieiz@statcounter.com,61,11,85,52.33333333,1,1,1,0,1,0,1,4,3,7,5,77,1
685,gwathenj0@jalbum.net,22,40,20,27.33333333,0,0,0,0,1,0,1,6,10,7,4,23,0
686,lworswickj1@forbes.com,52,83,65,66.66666667,1,1,1,0,0,0,0,2,3,2,5,37,1
687,fmoormanj2@yahoo.co.jp,94,60,22,58.66666667,1,1,1,0,0,1,0,3,1,6,5,19,1
688,mheadj3@zdnet.com,97,79,75,83.66666667,1,1,1,0,1,0,0,9,4,10,10,79,1
689,lwoodrowj4@fema.gov,73,67,72,70.66666667,1,1,1,0,1,1,0,8,7,2,3,91,1
690,ttearj5@free.fr,35,29,45,36.33333333,0,0,0,1,0,0,0,8,7,2,4,89,0
691,mimlawj6@freewebs.com,81,12,63,52,1,1,1,1,0,1,1,5,1,2,3,76,1
692,vskellyj7@hhs.gov,23,19,30,24,0,0,0,1,0,0,1,9,3,5,10,43,0
693,ahaddockj8@slideshare.net,96,91,78,88.33333333,1,1,1,0,1,1,0,4,1,3,3,80,1
694,apenlingtonj9@globo.com,28,79,62,56.33333333,1,1,1,1,0,0,0,8,2,7,4,93,1
695,acrushja@bbb.org,94,78,57,76.33333333,1,1,1,1,0,1,1,5,6,5,2,11,1
696,mlowthorpejb@statcounter.com,23,68,21,37.33333333,0,0,0,0,1,0,0,7,5,1,6,66,0
697,aniasjc@jalbum.net,50,55,91,65.33333333,1,1,1,1,1,1,1,7,3,3,4,51,1
698,gchurcherjd@tripod.com,77,74,95,82,1,1,1,1,0,1,1,8,5,4,7,29,1
699,mwakelamje@mozilla.org,20,49,45,38,1,1,1,1,1,0,1,6,3,9,1,6,1
700,tplummerjf@census.gov,60,50,97,69,1,1,1,1,0,1,1,6,4,7,2,29,1
701,dhouchenjg@typepad.com,61,53,14,42.66666667,0,0,0,0,1,0,1,9,10,5,8,31,0
702,rhighwayjh@altervista.org,18,70,62,50,1,1,1,0,0,1,0,1,9,4,4,87,1
703,nwhitechurchji@blogs.com,34,29,12,25,0,0,0,0,1,0,1,4,9,8,4,46,0
704,sjanuszkiewiczjj@bigcartel.com,86,86,30,67.33333333,1,1,1,0,0,1,1,2,4,10,7,88,1
705,mkeblejk@marketwatch.com,10,76,14,33.33333333,0,0,0,0,0,0,0,7,1,6,4,20,0
706,jwiggjl@techcrunch.com,22,65,38,41.66666667,0,0,0,1,1,1,0,1,10,3,10,79,0
707,tshentonjm@oracle.com,82,52,30,54.66666667,1,1,1,1,0,1,0,5,9,3,5,44,1
708,hdaberjn@theguardian.com,29,55,13,32.33333333,0,0,0,1,0,1,0,10,1,7,5,53,0
709,kavelinejo@amazon.co.jp,30,20,23,24.33333333,0,0,0,0,0,0,1,4,5,6,1,60,0
710,rscudderjp@engadget.com,55,17,15,29,0,0,0,0,0,0,0,2,10,1,2,56,0
711,tsmeethjq@wikimedia.org,68,38,24,43.33333333,0,0,0,0,0,0,1,9,4,9,4,49,0
712,vsalterjr@canalblog.com,79,54,64,65.66666667,1,1,1,1,1,1,1,2,3,7,1,4,1
713,mpulbrookjs@symantec.com,52,76,98,75.33333333,1,1,1,0,0,1,1,2,5,6,10,58,1
714,vrobertjt@shutterfly.com,94,83,41,72.66666667,1,1,1,1,0,1,0,2,8,1,9,42,1
715,xsamwayeju@cafepress.com,33,27,57,39,0,0,0,0,0,0,1,1,7,10,4,55,0
716,gokieranjv@rakuten.co.jp,65,73,21,53,1,1,1,1,1,1,0,7,7,8,10,36,1
717,gburboroughjw@statcounter.com,67,88,58,71,1,1,1,1,1,0,1,1,5,8,2,40,1
718,jfeldhammerjx@mapy.cz,100,34,52,62,1,1,1,1,0,0,1,4,10,10,6,72,1
719,fscampionjy@cnet.com,76,15,72,54.33333333,1,1,1,0,0,0,1,8,4,2,6,80,1
720,jmccaheyjz@quantcast.com,17,21,76,38,0,0,0,0,1,1,1,2,2,5,6,80,0
721,abaumek0@newsvine.com,91,83,66,80,1,1,1,0,1,0,1,2,9,8,5,38,1
722,olinggardk1@ed.gov,86,97,13,65.33333333,1,1,1,1,0,0,1,4,5,1,6,28,1
723,emoodyk2@topsy.com,57,32,34,41,0,0,0,1,0,1,1,3,3,8,6,45,0
724,dvynollk3@bloglovin.com,30,29,24,27.66666667,0,0,0,1,1,1,0,3,5,4,7,57,0
725,tbougenk4@whitehouse.gov,49,30,65,48,0,0,0,0,1,1,0,8,8,3,3,19,0
726,khacksbyk5@ezinearticles.com,97,57,41,65,1,1,1,1,0,1,1,4,7,10,9,81,1
727,ablewettk6@baidu.com,69,51,93,71,1,1,1,0,0,0,0,1,7,9,10,8,1
728,kmccrostiek7@scientificamerican.com,53,87,51,63.66666667,1,1,1,1,1,0,0,3,3,1,10,61,1
729,mdewik8@guardian.co.uk,85,42,16,47.66666667,0,0,0,0,0,1,1,2,8,9,1,74,0
730,csandcraftk9@acquirethisname.com,67,51,95,71,1,1,1,0,1,1,1,9,6,2,1,65,1
731,gmozzettika@fc2.com,64,39,63,55.33333333,1,1,1,0,0,1,1,7,7,6,7,61,1
732,syaneevkb@mayoclinic.com,78,31,30,46.33333333,0,0,0,1,1,0,1,10,4,1,7,98,0
733,dliptrotkc@xing.com,10,32,38,26.66666667,0,0,0,1,1,0,1,6,6,8,9,56,0
734,vpeealesskd@youtube.com,34,91,12,45.66666667,0,0,0,1,0,1,1,4,1,4,10,65,0
735,iespinetke@epa.gov,37,33,36,35.33333333,0,0,0,1,1,0,1,1,7,7,7,36,0
736,ggerberkf@domainmarket.com,42,95,90,75.66666667,1,1,1,0,0,1,0,1,4,4,9,74,1
737,crosanderkg@t.co,22,87,50,53,1,1,1,1,0,0,0,4,1,3,6,84,1
738,amottramkh@opensource.org,72,25,42,46.33333333,0,0,0,0,0,0,1,6,9,1,8,70,0
739,lyorkki@purevolume.com,84,33,50,55.66666667,1,1,1,1,1,1,0,10,3,9,4,56,1
740,wmacvaghkj@bloomberg.com,77,63,59,66.33333333,1,1,1,0,1,0,0,8,6,1,7,76,1
741,cbarkworthkk@e-recht24.de,40,43,25,36,0,0,0,0,0,1,1,8,3,3,6,15,0
742,bitzkowiczkl@livejournal.com,94,13,82,63,1,1,1,0,1,1,0,8,9,2,1,26,1
743,gdopplerkm@exblog.jp,96,38,60,64.66666667,1,1,1,1,1,1,1,3,8,1,4,85,1
744,bfogdenkn@creativecommons.org,94,25,67,62,1,1,1,0,1,0,1,5,4,8,2,13,1
745,wcominsko@bing.com,43,37,34,38,0,0,0,1,0,1,0,7,8,1,7,57,0
746,djankovickp@usatoday.com,81,31,70,60.66666667,1,1,1,1,1,1,1,2,4,7,9,14,1
747,emoulsonkq@surveymonkey.com,14,54,85,51,1,1,1,1,0,0,0,2,3,3,5,61,1
748,kgarnkr@army.mil,52,72,85,69.66666667,1,1,1,0,1,0,0,5,9,4,1,46,1
749,hlawreyks@springer.com,59,34,75,56,1,1,1,0,0,0,1,4,7,3,9,39,1
750,eworgankt@histats.com,80,92,91,87.66666667,1,1,1,0,0,0,0,5,4,3,3,10,1
751,mfennerku@addthis.com,54,45,36,45,0,0,0,0,1,0,1,6,6,9,5,58,0
752,gmilwardkv@tiny.cc,28,99,55,60.66666667,1,1,1,1,1,1,0,10,3,3,2,85,1
753,ezapaterkw@naver.com,72,22,21,38.33333333,0,0,0,1,0,1,1,2,5,10,1,50,0
754,ndobrowskikx@opera.com,87,74,100,87,1,1,1,0,0,1,1,9,2,8,10,53,1
755,jcradockky@wikipedia.org,98,69,76,81,1,1,1,0,0,1,1,2,5,6,3,18,1
756,bpresmankz@mit.edu,12,39,67,39.33333333,0,0,0,1,1,1,1,2,4,9,10,11,0
757,ghavockl0@sciencedirect.com,42,22,45,36.33333333,0,0,0,1,0,1,1,2,5,3,9,9,0
758,rneisingl1@opera.com,11,67,78,52,1,1,1,1,1,1,1,5,1,8,10,43,1
759,hbicklel2@sphinn.com,51,84,79,71.33333333,1,1,1,1,0,0,0,10,8,1,4,79,1
760,lrojahnl3@amazon.co.uk,92,80,45,72.33333333,1,1,1,1,0,0,1,6,8,6,10,82,1
761,mchalkel4@bloomberg.com,62,68,14,48,0,0,0,0,0,1,1,4,5,10,4,10,0
762,sprovisl5@blogs.com,85,74,100,86.33333333,1,1,1,1,1,1,1,2,2,1,1,39,1
763,mjedrachowiczl6@ezinearticles.com,89,42,55,62,1,1,1,0,1,0,1,1,4,10,6,35,1
764,bvickermanl7@techcrunch.com,95,73,55,74.33333333,1,1,1,0,1,1,0,8,7,1,8,32,1
765,cashel8@marriott.com,68,39,28,45,0,0,0,1,1,1,0,5,9,6,1,77,0
766,fechallierl9@cpanel.net,25,88,57,56.66666667,1,1,1,0,0,1,0,2,5,10,2,73,1
767,plunamla@miitbeian.gov.cn,91,82,82,85,1,1,1,0,1,1,0,4,2,10,4,54,1
768,lgoldslb@i2i.jp,84,21,53,52.66666667,1,1,1,0,0,0,0,4,7,8,8,58,1
769,wludmannlc@va.gov,52,14,47,37.66666667,0,0,0,0,1,1,1,6,10,3,1,47,0
770,ggimberld@europa.eu,40,33,62,45,0,0,0,1,0,1,1,1,1,8,9,16,0
771,peliassenle@scientificamerican.com,72,81,84,79,1,1,1,0,0,0,1,4,7,1,5,82,1
772,slindlf@behance.net,43,81,41,55,1,1,1,1,1,1,0,6,9,3,7,8,1
773,aheaneylg@pinterest.com,25,62,10,32.33333333,0,0,0,1,0,0,1,3,3,8,10,63,0
774,rwinderslh@acquirethisname.com,56,12,49,39,0,0,0,0,0,1,1,6,3,1,2,32,0
775,oneveli@abc.net.au,24,69,88,60.33333333,1,1,1,0,0,0,1,7,9,7,10,26,1
776,tbrogginilj@devhub.com,17,95,19,43.66666667,0,0,0,0,1,0,1,8,8,2,7,1,0
777,cpedersenlk@illinois.edu,12,72,24,36,0,0,0,1,1,1,1,3,5,7,8,15,0
778,rwalkingtonll@blogspot.com,14,86,34,44.66666667,0,0,0,1,0,0,1,3,8,10,6,77,0
779,gbednelllm@jalbum.net,69,55,48,57.33333333,1,1,1,1,0,1,1,6,10,5,7,6,1
780,colongainln@deviantart.com,91,47,74,70.66666667,1,1,1,1,0,1,0,2,10,6,3,44,1
781,ipowerslo@sphinn.com,30,57,22,36.33333333,0,0,0,1,0,1,0,3,10,9,9,24,0
782,gwondrascheklp@simplemachines.org,57,38,60,51.66666667,1,1,1,1,0,1,1,10,4,3,8,57,1
783,ngrevellq@bloomberg.com,70,16,79,55,1,1,1,0,1,1,0,4,9,7,9,47,1
784,psturdeylr@army.mil,80,56,86,74,1,1,1,0,0,0,0,7,5,3,4,83,1
785,lluttgertls@storify.com,53,98,99,83.33333333,1,1,1,0,1,0,0,4,3,5,9,41,1
786,tpithielt@usda.gov,57,61,10,42.66666667,0,0,0,0,0,0,1,9,1,8,8,99,0
787,atromanlu@woothemes.com,45,70,34,49.66666667,0,0,0,0,1,0,1,10,5,2,3,32,0
788,lbegentlv@tumblr.com,45,94,80,73,1,1,1,0,0,0,1,3,2,8,3,16,1
789,mbottinellilw@alibaba.com,42,23,95,53.33333333,1,1,1,0,1,1,0,3,10,3,7,5,1
790,ggrieglx@hp.com,47,67,10,41.33333333,0,0,0,0,1,1,0,7,5,5,4,24,0
791,sspenslyly@liveinternet.ru,44,63,52,53,1,1,1,0,0,1,1,1,5,8,1,96,1
